"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify login with multiple accounts from Excel using Hashtable","6151","testLoginMultipleAccounts","Ecommerce CMS Sequential Suite","Thu Apr 16 09:25:21 UTC 2026","passed","Thu Apr 16 09:25:27 UTC 2026","com.anhtester.ecommercecms.user.testcases.LoginTest","Regression Tests Sequential","com.anhtester.ecommercecms.user.testcases.LoginTest","testLoginMultipleAccounts"
"Verify login with multiple accounts from Excel using Hashtable","8006","testLoginMultipleAccounts","Ecommerce CMS Sequential Suite","Thu Apr 16 09:25:12 UTC 2026","passed","Thu Apr 16 09:25:20 UTC 2026","com.anhtester.ecommercecms.user.testcases.LoginTest","Regression Tests Sequential","com.anhtester.ecommercecms.user.testcases.LoginTest","testLoginMultipleAccounts"
